Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
11.17.4.1024,7.0,2018.0,4.0,11.0
5.0.0.1442,7.0,2018.0,4.0,11.0
Cow V3.15,7.0,2018.0,4.0,11.0
1.3,9.0,2013.0,1.0,11.0
1.5,8.0,2014.0,2.0,11.0
1.1.6,5.0,2016.0,4.0,11.0
2.0.1,7.0,2017.0,4.0,11.0
5.2.002,4.0,2018.0,4.0,11.0
3.4.406,7.0,2018.0,4.0,11.0
5.1.2,6.0,2018.0,3.0,11.0
2.1,7.0,2015.0,2.0,11.0
1.0.136,7.0,2018.0,6.0,11.0
4.6.4,8.0,2018.0,4.0,11.0
1.0.08.73,7.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.0.0,3.0,2017.0,11.0,11.0
1.1,7.0,2017.0,5.0,11.0
2.7.0,6.0,2018.0,4.0,11.0
1.0.0,9.0,2017.0,11.0,11.0
1.0,10.0,2016.0,2.0,11.0
1.6.2,12.0,2016.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
0.9.16,10.0,2017.0,11.0,11.0
1.0-a22936.127,8.0,2018.0,5.0,11.0
2.0,3.0,2018.0,4.0,11.0
1.0.3,6.0,2018.0,4.0,11.0
2.10,9.0,2017.0,2.0,11.0
3.3.2,7.0,2018.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
3.0.10,6.0,2018.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.0.0,8.0,2015.0,11.0,11.0
3.1.1,1.0,2018.0,2.0,11.0
2.7,5.0,2018.0,6.0,11.0
2.0,3.0,2018.0,4.0,11.0
2,6.0,2015.0,2.0,11.0
2.0,3.0,2018.0,4.0,11.0
2.0,3.0,2018.0,4.0,11.0
1.0.0,9.0,2013.0,11.0,11.0
8.2.0.84,8.0,2018.0,4.0,11.0
3.9.4,5.0,2017.0,4.0,11.0
1.0,10.0,2016.0,2.0,11.0
1.0,4.0,2017.0,4.0,11.0
3.1.0.2,3.0,2018.0,4.0,11.0
4.8.0,6.0,2018.0,4.0,11.0
2.5.21,6.0,2018.0,11.0,11.0
3.8.1,7.0,2018.0,4.0,11.0
1.2.2,6.0,2015.0,3.0,11.0
1.0.0,9.0,2017.0,4.0,11.0
1.0,7.0,2015.0,2.0,11.0
3.6.46,11.0,2017.0,11.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.3.9b,10.0,2015.0,4.0,11.0
5.0,2.0,2017.0,3.0,11.0
10,4.0,2018.0,4.0,11.0
7.0.1,12.0,2017.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
1.0.0,2.0,2016.0,11.0,11.0
2.1,6.0,2018.0,5.0,11.0
1.2.1,10.0,2015.0,2.0,11.0
1.6.1,8.0,2018.0,4.0,11.0
3.3,10.0,2015.0,2.0,11.0
2.0,9.0,2014.0,2.0,11.0
1.5.0,7.0,2017.0,4.0,11.0
1.0.6,5.0,2018.0,4.0,11.0
1.2.3,2.0,2018.0,4.0,11.0
0.1,5.0,2018.0,4.0,11.0
0.1,5.0,2018.0,4.0,11.0
1.5.2,10.0,2017.0,3.0,11.0
1.0.9,11.0,2015.0,3.0,11.0
1.0.0,10.0,2014.0,2.0,11.0
1.0,12.0,2017.0,4.0,11.0
1.3.3,10.0,2017.0,4.0,11.0
1.1,6.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.0.5,6.0,2018.0,4.0,11.0
1.0.5,2.0,2018.0,4.0,11.0
3_1,6.0,2018.0,4.0,11.0
1.0.2,10.0,2017.0,4.0,11.0
1.3.2,12.0,2016.0,3.0,11.0
1.0.7,6.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,4.0,11.0
1.2,2.0,2018.0,4.0,11.0
1.0.6,11.0,2012.0,2.0,11.0
1.0,11.0,2017.0,4.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
1.0.2,7.0,2018.0,4.0,11.0
1.6(3)-demo,7.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
3.0,2.0,2015.0,2.0,11.0
1.0,8.0,2017.0,2.0,11.0
2.04,9.0,2017.0,4.0,11.0
1.1,12.0,2016.0,2.0,11.0
1.3,2.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.3,2.0,2017.0,4.0,11.0
1.7,4.0,2018.0,4.0,11.0
1.0.0,8.0,2015.0,4.0,11.0
5.0.3,1.0,2018.0,4.0,11.0
1.2,9.0,2017.0,4.0,11.0
1.1,9.0,2017.0,4.0,11.0
1.0.142,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
2.6,2.0,2017.0,4.0,11.0
1.0.2,7.0,2015.0,2.0,11.0
1.0.261,5.0,2018.0,2.0,11.0
1.2,2.0,2018.0,4.0,11.0
1.6.2,5.0,2018.0,4.0,11.0
3.0.0,10.0,2015.0,2.0,11.0
2.2,5.0,2017.0,5.0,11.0
1.2,6.0,2014.0,3.0,11.0
1.1,9.0,2017.0,4.0,11.0
1.0.0,12.0,2017.0,4.0,11.0
3.0,7.0,2018.0,2.0,11.0
1.06,1.0,2018.0,2.0,11.0
3.0,7.0,2018.0,2.0,11.0
1.0,7.0,2016.0,4.0,11.0
1.0.2,2.0,2018.0,4.0,11.0
1.3.1,3.0,2017.0,4.0,11.0
1.0.0,12.0,2017.0,4.0,11.0
1.0,12.0,2015.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.3.1,3.0,2015.0,4.0,11.0
4.2.2,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0,9.0,2016.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0,1.0,2018.0,4.0,11.0
1.1.1,5.0,2018.0,4.0,11.0
10.6,12.0,2017.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.1.0,10.0,2017.0,4.0,11.0
1.4,2.0,2017.0,4.0,11.0
2.0,2.0,2017.0,4.0,11.0
1.0.0.0,7.0,2018.0,4.0,11.0
4.0.1,8.0,2016.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
11.0.0,5.0,2018.0,4.0,11.0
2.1,5.0,2018.0,4.0,11.0
1.0.10,12.0,2017.0,2.0,11.0
2.4,6.0,2018.0,4.0,11.0
1.4.3,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
1.4,12.0,2016.0,4.0,11.0
2.0.0(9),7.0,2018.0,4.0,11.0
4.1.4,3.0,2017.0,5.0,11.0
4.1.0,8.0,2018.0,4.0,11.0
2.2,8.0,2015.0,5.0,11.0
1.0.5,10.0,2016.0,4.0,11.0
1.0,3.0,2018.0,5.0,11.0
2.9.0,10.0,2017.0,4.0,11.0
1.0,4.0,2016.0,2.0,11.0
5.805.180306,3.0,2018.0,4.0,11.0
4.2.31,4.0,2018.0,4.0,11.0
1.9,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.4,5.0,2018.0,3.0,11.0
1.0.0,4.0,2014.0,11.0,11.0
1.2.1,5.0,2018.0,4.0,11.0
4.2.31,4.0,2018.0,4.0,11.0
1.0.15,6.0,2018.0,4.0,11.0
3.8.0,6.0,2018.0,4.0,11.0
7.9.2.6,7.0,2018.0,4.0,11.0
2.1.5,2.0,2017.0,4.0,11.0
1.0.10,4.0,2015.0,4.0,11.0
3.0.830,6.0,2017.0,4.0,11.0
4.7,11.0,2017.0,4.0,11.0
3.4.4,4.0,2018.0,4.0,11.0
1.0.4,8.0,2018.0,4.0,11.0
1.6,10.0,2017.0,4.0,11.0
16.51.1,3.0,2017.0,2.0,11.0
6.0.3,2.0,2018.0,4.0,11.0
9.1.284,11.0,2017.0,4.0,11.0
2.1,8.0,2015.0,3.0,11.0
1.0,3.0,2017.0,2.0,11.0
6.0.19,4.0,2017.0,4.0,11.0
1.5,6.0,2018.0,4.0,11.0
1.0.19,5.0,2018.0,4.0,11.0
1.0.4,7.0,2018.0,4.0,11.0
3.0.0,6.0,2016.0,4.0,11.0
6.3.4,6.0,2018.0,4.0,11.0
1.9,3.0,2016.0,3.0,11.0
1.0.1,8.0,2016.0,4.0,11.0
4.20,7.0,2018.0,4.0,11.0
2.9.1,7.0,2018.0,2.0,11.0
1.9.10,12.0,2016.0,3.0,11.0
1.6.0.0,4.0,2018.0,4.0,11.0
1.3.3,11.0,2015.0,2.0,11.0
1.2.1,7.0,2018.0,4.0,11.0
1.0.3,6.0,2016.0,4.0,11.0
1.0.4,2.0,2017.0,2.0,11.0
2.2.0,6.0,2018.0,4.0,11.0
1.0.4,3.0,2016.0,2.0,11.0
1.1,7.0,2017.0,4.0,11.0
1.0,1.0,2018.0,4.0,11.0
2.0.5,7.0,2018.0,4.0,11.0
1.0,8.0,2016.0,4.0,11.0
1.1,5.0,2016.0,2.0,11.0
0.0.1,7.0,2016.0,4.0,11.0
1.0.2,11.0,2017.0,2.0,11.0
1.2,3.0,2017.0,2.0,11.0
1.0.0,5.0,2017.0,2.0,11.0
1.0.0,2.0,2018.0,2.0,11.0
6,11.0,2017.0,4.0,11.0
1.0.5,1.0,2018.0,4.0,11.0
1.3,10.0,2017.0,4.0,11.0
1.0,9.0,2015.0,1.0,11.0
1.0.23,1.0,2018.0,2.0,11.0
1.2.1,6.0,2018.0,5.0,11.0
1.2.3,9.0,2015.0,2.0,11.0
1.0,2.0,2018.0,2.0,11.0
1.8,7.0,2018.0,4.0,11.0
5.5.2,6.0,2017.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.1.1,4.0,2018.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
1.0.2,7.0,2017.0,5.0,11.0
1.1,11.0,2015.0,2.0,11.0
1.0,4.0,2016.0,3.0,11.0
4.0.4,7.0,2018.0,4.0,11.0
4.1.1,2.0,2017.0,4.0,11.0
3.4.4,8.0,2018.0,4.0,11.0
7.8.0,4.0,2018.0,5.0,11.0
1.9.6.6,2.0,2018.0,4.0,11.0
1.0.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.2,6.0,2018.0,4.0,11.0
1.246,8.0,2018.0,4.0,11.0
1.5,7.0,2018.0,4.0,11.0
0.1.801,8.0,2018.0,2.0,11.0
2.0.38,8.0,2018.0,4.0,11.0
8.0.226,7.0,2018.0,4.0,11.0
2.1,2.0,2015.0,2.0,11.0
2.6.12,3.0,2018.0,4.0,11.0
1.48,8.0,2013.0,2.0,11.0
3.2,5.0,2018.0,4.0,11.0
0.0.7,6.0,2016.0,4.0,11.0
4.4.7,7.0,2018.0,11.0,11.0
3.6,10.0,2015.0,2.0,11.0
1.0,10.0,2015.0,4.0,11.0
3.0,2.0,2016.0,2.0,11.0
1.2,1.0,2016.0,4.0,11.0
3.3.8,6.0,2018.0,4.0,11.0
2.0.0,10.0,2017.0,4.0,11.0
2.7,4.0,2017.0,3.0,11.0
3.0.0,9.0,2016.0,4.0,11.0
6.3.16,7.0,2018.0,4.0,11.0
10.1.0,5.0,2018.0,5.0,11.0
7.0,7.0,2018.0,4.0,11.0
4.1.0,6.0,2018.0,4.0,11.0
1.0,4.0,2012.0,2.0,11.0
1.0,4.0,2012.0,2.0,11.0
2.1.3,2.0,2018.0,5.0,11.0
1.0,1.0,2018.0,4.0,11.0
Final,10.0,2017.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.7,8.0,2016.0,4.0,11.0
3.5,7.0,2017.0,4.0,11.0
1.2,4.0,2018.0,4.0,11.0
3.1,12.0,2017.0,4.0,11.0
1.0.0,6.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
4.5.2,7.0,2018.0,4.0,11.0
1.2,1.0,2015.0,4.0,11.0
1.1.0,1.0,2018.0,4.0,11.0
4.5.2,7.0,2018.0,4.0,11.0
6.0.2,1.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0,1.0,2016.0,4.0,11.0
1,6.0,2015.0,2.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,4.0,11.0
2.2,4.0,2017.0,4.0,11.0
4.2.1,5.0,2018.0,4.0,11.0
1.5.1,2.0,2018.0,4.0,11.0
1.5.0,7.0,2018.0,5.0,11.0
6.5,12.0,2017.0,4.0,11.0
1.0.0,5.0,2016.0,11.0,11.0
5.2.4,7.0,2018.0,4.0,11.0
1.3,4.0,2017.0,4.0,11.0
6.1,12.0,2015.0,4.0,11.0
1.0,9.0,2016.0,4.0,11.0
7.3,6.0,2018.0,4.0,11.0
1.3,8.0,2018.0,4.0,11.0
1.0,12.0,2015.0,4.0,11.0
1.5,3.0,2018.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
2.4,8.0,2018.0,4.0,11.0
2.3.216,10.0,2017.0,2.0,11.0
1.0,10.0,2016.0,3.0,11.0
1.2,6.0,2016.0,4.0,11.0
3.15317,3.0,2017.0,3.0,11.0
2.3.14,7.0,2018.0,4.0,11.0
1.2,1.0,2017.0,4.0,11.0
1.2,7.0,2017.0,4.0,11.0
1.1,4.0,2018.0,4.0,11.0
2.0,10.0,2017.0,4.0,11.0
1.3.13,8.0,2018.0,4.0,11.0
3.0,1.0,2018.0,4.0,11.0
9.0,11.0,2017.0,4.0,11.0
3.0,10.0,2017.0,4.0,11.0
0.0.5,8.0,2016.0,4.0,11.0
1.1,5.0,2015.0,4.0,11.0
3.7.5,7.0,2016.0,2.0,11.0
1.8.3,7.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
2.4,6.0,2018.0,4.0,11.0
3.4,7.0,2018.0,4.0,11.0
1.1,10.0,2015.0,3.0,11.0
1.1.15.12,7.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
3.0.1,9.0,2015.0,2.0,11.0
Cow V3.15,8.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
Cow V3.15,7.0,2018.0,4.0,11.0
Cow V3.15,7.0,2018.0,4.0,11.0
1.0,7.0,2017.0,3.0,11.0
1.01,9.0,2016.0,2.0,11.0
2.1,6.0,2018.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
1.0,10.0,2015.0,4.0,11.0
1.2,3.0,2018.0,4.0,11.0
1.2.1,8.0,2018.0,4.0,11.0
1.5,4.0,2017.0,2.0,11.0
1.0.0,9.0,2017.0,11.0,11.0
1.2.9,7.0,2018.0,4.0,11.0
1.8.0,12.0,2016.0,4.0,11.0
6.9.031,7.0,2018.0,4.0,11.0
1.2,11.0,2016.0,4.0,11.0
1.4.7,7.0,2018.0,4.0,11.0
1.70,3.0,2018.0,4.0,11.0
3.6,3.0,2018.0,2.0,11.0
2.5.1,1.0,2018.0,4.0,11.0
2.2.1,3.0,2018.0,4.0,11.0
1.3,5.0,2016.0,4.0,11.0
1.07,2.0,2017.0,4.0,11.0
6.6,2.0,2018.0,4.0,11.0
6.5,9.0,2017.0,2.0,11.0
1.2.14,8.0,2018.0,4.0,11.0
1.2,1.0,2016.0,3.0,11.0
7.4,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
3.0,10.0,2017.0,4.0,11.0
3.0.10,6.0,2018.0,4.0,11.0
1.0.499,7.0,2017.0,5.0,11.0
1.0,1.0,2016.0,2.0,11.0
1.08,1.0,2016.0,4.0,11.0
v1.0,11.0,2014.0,2.0,11.0
4.2.1,4.0,2018.0,4.0,11.0
2.4,3.0,2018.0,4.0,11.0
2.12.5,7.0,2018.0,4.0,11.0
1.1.5,11.0,2017.0,4.0,11.0
11.1.1.179661,7.0,2018.0,4.0,11.0
16.7.1,8.0,2018.0,4.0,11.0
2.1.0,10.0,2017.0,4.0,11.0
2.2.7,5.0,2018.0,4.0,11.0
1.3.1,1.0,2017.0,4.0,11.0
1.401,7.0,2018.0,4.0,11.0
1.0,3.0,2016.0,2.0,11.0
2.0.8,1.0,2018.0,4.0,11.0
3.0.4,11.0,2016.0,4.0,11.0
1.00.10,3.0,2017.0,4.0,11.0
1.1.8,10.0,2015.0,2.0,11.0
1.0,4.0,2018.0,2.0,11.0
1.4,9.0,2017.0,4.0,11.0
2.0,12.0,2017.0,4.0,11.0
1.7,12.0,2017.0,4.0,11.0
1.1,11.0,2017.0,4.0,11.0
4.7,6.0,2015.0,3.0,11.0
1.3,7.0,2018.0,4.0,11.0
1.40,6.0,2018.0,4.0,11.0
1.5,6.0,2018.0,4.0,11.0
2.1,11.0,2017.0,4.0,11.0
1.2.5,3.0,2015.0,2.0,11.0
3.0,6.0,2015.0,3.0,11.0
3.6,2.0,2017.0,2.0,11.0
2.4.4,2.0,2018.0,4.0,11.0
5.1.6,3.0,2017.0,2.0,11.0
1.8,4.0,2018.0,4.0,11.0
5.1.6,3.0,2017.0,2.0,11.0
4.1,6.0,2015.0,3.0,11.0
4.5,6.0,2015.0,3.0,11.0
1.0,11.0,2016.0,4.0,11.0
4.6,6.0,2015.0,3.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0,5.0,2018.0,2.0,11.0
5.1.7,3.0,2017.0,2.0,11.0
1.0,2.0,2017.0,4.0,11.0
2.2,3.0,2015.0,3.0,11.0
5.1,6.0,2015.0,3.0,11.0
1.0.1,1.0,2018.0,4.0,11.0
1.0,2.0,2016.0,4.0,11.0
1.0.0,10.0,2015.0,2.0,11.0
1.0.0,8.0,2017.0,11.0,11.0
1.0,4.0,2017.0,2.0,11.0
0.0.9,2.0,2018.0,4.0,11.0
1.1,8.0,2016.0,2.0,11.0
1.9.7,7.0,2018.0,2.0,11.0
1.1.0,8.0,2017.0,4.0,11.0
3.0.0,6.0,2018.0,4.0,11.0
2.1,7.0,2017.0,4.0,11.0
1.3,1.0,2017.0,4.0,11.0
1.3,11.0,2017.0,5.0,11.0
v2.0.02_prod,1.0,2018.0,4.0,11.0
8.0.1,4.0,2017.0,4.0,11.0
8.0.1,4.0,2017.0,4.0,11.0
9.7.753080,4.0,2014.0,4.0,11.0
1.3,2.0,2018.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
2.1.1,6.0,2018.0,4.0,11.0
1.0.606877,11.0,2015.0,5.0,11.0
1.2,7.0,2018.0,4.0,11.0
1.0.0,2.0,2016.0,3.0,11.0
2.8.3,7.0,2018.0,4.0,11.0
1.2,10.0,2017.0,4.0,11.0
1.4.0,6.0,2015.0,4.0,11.0
3.7.17,1.0,2018.0,4.0,11.0
1.0.3,2.0,2017.0,2.0,11.0
1.2,3.0,2017.0,3.0,11.0
2.12.0,5.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
2.0,5.0,2018.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.1,12.0,2017.0,4.0,11.0
1.0,9.0,2017.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0,6.0,2018.0,2.0,11.0
1.6,5.0,2016.0,3.0,11.0
2.42,7.0,2018.0,4.0,11.0
1.1.3,7.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.0.0,6.0,2018.0,4.0,11.0
1.1.1,11.0,2015.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
250,1.0,2017.0,4.0,11.0
1.0.11,2.0,2018.0,3.0,11.0
1.4.3,3.0,2017.0,2.0,11.0
3.0,4.0,2018.0,2.0,11.0
1.0.0,2.0,2017.0,11.0,11.0
2.4.4,6.0,2018.0,4.0,11.0
1.1,11.0,2016.0,2.0,11.0
1.3.2,7.0,2018.0,4.0,11.0
1.0.0,7.0,2017.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
8.2.0,7.0,2018.0,4.0,11.0
1.2,6.0,2017.0,4.0,11.0
2.0.0,6.0,2015.0,3.0,11.0
1.0.12,3.0,2018.0,4.0,11.0
2.55,3.0,2017.0,3.0,11.0
1.3,10.0,2015.0,3.0,11.0
1.0.3,5.0,2018.0,4.0,11.0
3.0,1.0,2017.0,3.0,11.0
3.55,6.0,2018.0,4.0,11.0
1.4.6,7.0,2015.0,4.0,11.0
2.22,7.0,2018.0,4.0,11.0
1.2,6.0,2016.0,4.0,11.0
1.4.0,6.0,2018.0,2.0,11.0
1.10,9.0,2017.0,4.0,11.0
1.2,3.0,2018.0,4.0,11.0
1.0.0.1,3.0,2018.0,4.0,11.0
2.5,5.0,2018.0,4.0,11.0
1.1,5.0,2018.0,5.0,11.0
1.6,6.0,2018.0,4.0,11.0
3.52.0,7.0,2018.0,5.0,11.0
Arrow-202,5.0,2018.0,4.0,11.0
3.1.891,11.0,2015.0,11.0,11.0
2.10.7,7.0,2018.0,4.0,11.0
4.1,4.0,2017.0,2.0,11.0
1.0,3.0,2017.0,4.0,11.0
3.1.0,8.0,2017.0,4.0,11.0
1.0,3.0,2017.0,4.0,11.0
1.0.0,12.0,2015.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.8.12,5.0,2018.0,4.0,11.0
2.5.16.6,6.0,2018.0,3.0,11.0
4.4.9,6.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0,8.0,2017.0,4.0,11.0
1.5.8,8.0,2018.0,4.0,11.0
1.9,3.0,2018.0,4.0,11.0
3.2.7,1.0,2018.0,2.0,11.0
1.32,7.0,2018.0,4.0,11.0
3.1.1281,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.16.32,7.0,2018.0,11.0,11.0
3.2.3,4.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.93,7.0,2018.0,5.0,11.0
2.4.1,10.0,2017.0,4.0,11.0
5.3.1,8.0,2018.0,4.0,11.0
3.2.9,7.0,2018.0,4.0,11.0
1.0,5.0,2018.0,4.0,11.0
2.1.1,5.0,2017.0,5.0,11.0
3.2.5,9.0,2017.0,4.0,11.0
1.0,7.0,2018.0,5.0,11.0
2.0,2.0,2018.0,4.0,11.0
1.2.2,1.0,2018.0,4.0,11.0
2.1,7.0,2017.0,2.0,11.0
2,8.0,2018.0,4.0,11.0
2.2.6,7.0,2018.0,5.0,11.0
1.73,7.0,2018.0,4.0,11.0
1.2,3.0,2018.0,4.0,11.0
1.5.4,4.0,2018.0,4.0,11.0
1.3,2.0,2016.0,3.0,11.0
1.3.9,11.0,2016.0,2.0,11.0
2.44,4.0,2018.0,4.0,11.0
1.1.4,2.0,2018.0,4.0,11.0
2.1,5.0,2018.0,4.0,11.0
4.3.6,7.0,2018.0,4.0,11.0
5.0,7.0,2016.0,3.0,11.0
1.2,9.0,2016.0,4.0,11.0
1.3.6,3.0,2018.0,4.0,11.0
1.0,5.0,2016.0,4.0,11.0
1.0.2,9.0,2015.0,2.0,11.0
1.6.5,8.0,2018.0,4.0,11.0
3.44.1,5.0,2018.0,4.0,11.0
5.403,4.0,2018.0,4.0,11.0
v1.1-20151030,10.0,2015.0,4.0,11.0
1.7.5,4.0,2018.0,4.0,11.0
1.0.7,1.0,2018.0,4.0,11.0
4.16.0,7.0,2018.0,4.0,11.0
1.2.5,11.0,2014.0,4.0,11.0
1.8 P,4.0,2018.0,4.0,11.0
2.3.2,7.0,2017.0,4.0,11.0
0.9.2,10.0,2015.0,2.0,11.0
3.44.2,6.0,2018.0,4.0,11.0
1.4.4,3.0,2018.0,4.0,11.0
1.0,11.0,2015.0,2.0,11.0
1.2.0,2.0,2018.0,4.0,11.0
7.0 RELEASE,5.0,2018.0,4.0,11.0
1.2,8.0,2016.0,4.0,11.0
4.4.1,3.0,2018.0,4.0,11.0
3.1.9,6.0,2016.0,2.0,11.0
2.2.180712.112152,7.0,2018.0,5.0,11.0
4.17.38,6.0,2018.0,4.0,11.0
1.5.0,6.0,2018.0,4.0,11.0
2.7.0,7.0,2018.0,5.0,11.0
2.0.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
2.4.1,4.0,2018.0,4.0,11.0
1.0.6,11.0,2016.0,4.0,11.0
1.39,7.0,2018.0,4.0,11.0
2.7.1,6.0,2017.0,3.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.8,2.0,2016.0,4.0,11.0
20.0.0.0,8.0,2018.0,6.0,11.0
1.1,7.0,2017.0,4.0,11.0
8.9.2.0.0,4.0,2018.0,4.0,11.0
1.0,7.0,2016.0,2.0,11.0
1.0,3.0,2018.0,4.0,11.0
4.1.2,8.0,2018.0,4.0,11.0
2.0.5,5.0,2018.0,4.0,11.0
1.0.1,2.0,2017.0,4.0,11.0
1.7,11.0,2017.0,4.0,11.0
4.17.2,7.0,2018.0,4.0,11.0
2.6.142,8.0,2018.0,4.0,11.0
1.0.0,7.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.1,1.0,2018.0,4.0,11.0
2.2,6.0,2014.0,2.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
3.2.5,7.0,2018.0,4.0,11.0
5.54,8.0,2018.0,4.0,11.0
3.9.1,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,11.0,2014.0,11.0,11.0
1.6,10.0,2015.0,2.0,11.0
1.5.2,7.0,2015.0,2.0,11.0
2.1.1,7.0,2018.0,4.0,11.0
11.10.1,7.0,2018.0,4.0,11.0
9.2.4,3.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.9.7,7.0,2018.0,4.0,11.0
2.0.10,7.0,2018.0,4.0,11.0
3.6.5,7.0,2018.0,4.0,11.0
1.0.16,3.0,2018.0,4.0,11.0
5.0.1.3,7.0,2018.0,4.0,11.0
2.5_20,5.0,2018.0,4.0,11.0
6.2-pro,5.0,2018.0,4.0,11.0
6.2-lite,5.0,2018.0,4.0,11.0
1.1,7.0,2015.0,2.0,11.0
1.1,7.0,2018.0,5.0,11.0
2.0.2,7.0,2018.0,4.0,11.0
6.2-begina,5.0,2018.0,4.0,11.0
1.3,9.0,2014.0,3.0,11.0
1.0.7,6.0,2018.0,5.0,11.0
6.2-sayc,5.0,2018.0,4.0,11.0
1.0,5.0,2015.0,2.0,11.0
1.29,10.0,2017.0,4.0,11.0
,5.0,2017.0,4.0,11.0
7.0,5.0,2015.0,2.0,11.0
1.0.6,5.0,2018.0,4.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.18,8.0,2016.0,4.0,11.0
2.7.8,7.0,2018.0,4.0,11.0
1.7,4.0,2018.0,4.0,11.0
1.1,3.0,2016.0,2.0,11.0
3.1,12.0,2016.0,4.0,11.0
26.1.0.20180713,7.0,2018.0,2.0,11.0
1.0.3,4.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
4.0.7,7.0,2018.0,4.0,11.0
1.0,12.0,2016.0,2.0,11.0
1.22,6.0,2018.0,4.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.7,4.0,2018.0,4.0,11.0
8.0,2.0,2018.0,4.0,11.0
1.126,7.0,2016.0,2.0,11.0
1.1.10,7.0,2017.0,3.0,11.0
2.7,2.0,2018.0,4.0,11.0
1.2.4.69,5.0,2017.0,2.0,11.0
1.1.12,5.0,2018.0,5.0,11.0
2.0.0,11.0,2016.0,4.0,11.0
1.8.2,8.0,2016.0,2.0,11.0
